Numéro d'AMM,Nom du produit,Firme,Substance active,Unité
2060132,CONSERVE,DOW AGROSCIENCES SAS,spinosad (Spinosad) 120 g/L,L/ha
9900037,CONSIST,BAYER SAS,trifloxystrobine (Trifloxystrobin) 50 %,kg/ha
2070184,CONSTEL,ADAMA FRANCE SAS,Chlortoluron (Chlortoluron) 400 g/L | diflufÃ©nicanil (Diflufenican) 25 g/L,L/ha
2140170,RAISON WP,CHEMINOVA AGRO FRANCE SAS,fosÃ©tyl (Fosetyl) 350 g/kg | mancozÃ¨be (Mancozeb) 350 g/kg,kg/ha
9700452,NAUTILE,CEREXAGRI S.A.S.,cymoxanil (Cymoxanil) 68 % | mancozÃ¨be (Mancozeb) 5 %,kg/ha
9000834,REBELL T,BASF FRANCE SAS,chloridazone (Chloridazon) 360 g/L | quinmÃ©rac (Quinmerac) 60 g/L,L/ha
2100070,REBWACHS PRO,SER S.p.A,"mÃ©thylester d'acide 2,5-DichlorobenzoÃ¯que (2,5-Dichlorobenzoic acid methylester) 0.035 g/kg",
2100216,RECIF 20,NOVASTAR LINK LTD,Metsulfuron-methyl (Metsulfuron-methyl) 200 g/kg,kg/ha
2060127,REDIGO,BAYER SAS,prothioconazole (Prothioconazole) 8.85 %,L/q
2120060,REDOUTABLE,TRADI AGRI,propyzamide (Propyzamide) 400 g/L,L/ha
2010025,REFERENCE PROGRESS,BAYER SAS,desmÃ©diphame (Desmedipham) 25 g/L | ethofumesate (Ethofumesate) 151 g/L | phenmÃ©diphame (Phenmedipham) 75 g/L,L/ha
2080026,NISSHIN PREMIUM 6 OD,ISK BIOSCIENCES EUROPE S.A.,nicosulfuron (Nicosulfuron) 60 g/L,L/ha
9700027,NISSORUN,NISSO CHEMICAL EUROPE GMBH,hexythiazox (Hexythiazox) 104 g/kg,kg/hL
2010130,NORDOX 75 WG,NORDOX AS,cuivre de l'oxyde cuivreux (Copper compounds) 750 g/kg,kg/ha
2110180,NORDOX 75 WG JARDIN,NORDOX AS,cuivre de l'oxyde cuivreux (Copper compounds) 750 g/kg,g/mÂ²
9100165,NORUNIL 50 SC,ADAMA FRANCE SAS,linuron (Linuron) 500 g/L,L/ha
9000833,NOVALL,BASF FRANCE SAS,mÃ©tazachlore (Metazachlor) 400 g/L | quinmÃ©rac (Quinmerac) 100 g/L,L/ha
2120075,NOVALL GOLD,BASF FRANCE SAS,dimÃ©thÃ©namide-p (Dimethenamid-p) 200 g/L | mÃ©tazachlore (Metazachlor) 200 g/L | quinmÃ©rac (Quinmerac) 100 g/L,L/ha
2130209,CYPERJARDINS,SBM DEVELOPPEMENT,cypermÃ©thrine (Cypermethrin) 10 g/L,mL/mÂ²
2120086,RELDAN 2M,DOW AGROSCIENCES SAS,chlorpyriphos-mÃ©thyl (Chlorpyrifos-methyl) 225 g/L,L/ha
2140191,RELDAN GS,DOW AGROSCIENCES SAS,chlorpyriphos-mÃ©thyl (Chlorpyrifos-methyl) 225 g/L,L/q
2130224,LAIPRO,LAINCO S.A.,iprodione (Iprodione) 500 g/kg,kg/ha
2150484,FLORID,DOW AGROSCIENCES SAS,clopyralid (Clopyralid) 300 g/L | florasulame (Florasulam) 25 g/L,L/ha
8700035,SUMI ALPHA,PHILAGRO,esfenvalÃ©rate (Esfenvalerate) 25 g/L,L/ha
9400459,RAK 1 + 2 COCHYLIS + EUDEMIS 2 GENERATIONS,BASF FRANCE SAS,"(Z)-9-dodÃ©cen-1-yl acÃ©tate (Straight Chain Lepidopteran Pheromones) 85 % | (E,Z)-7,9-dodÃ©cadien-1-yl acÃ©tate (Straight Chain Lepidopteran Pheromones) 73 %",
2090069,RAJAH,NUFARM S.A,bromoxynil octanoate (Bromoxynil) 342 g/L,L/ha
9300396,C5SUN,SOCIETE FINANCIERE DE PONTARLIER,chlormÃ©quat (Chlormequat) 460 g/L,L/ha
2110078,DASKOR 440,ARYSTA LIFESCIENCE BENELUX SPRL,Cypermethrin (Cypermethrin) 40 g/L | chlorpyriphos-mÃ©thyl (Chlorpyrifos-methyl) 400 g/L,L/ha
2100244,NAPRAMID 450,GLOBACHEM,napropamide (Napropamide) 450 g/L,L/ha
2080100,PERGADO F PEPITE,SYNGENTA FRANCE SAS,Folpet (Folpet) 400 g/kg | mandipropamid (Mandipropamid) 50 g/kg,kg/ha
2140146,RAK 3 SUPER,BASF FRANCE SAS,(E/Z)-9-dodÃ©cenyl acÃ©tate + (E/Z)-9-dodÃ©cen-1-ol + (Z)-11-Tetradecen-1-yl ace (Straight Chain Lepidopteran Pheromones) 0.267 g/diffuseur,diffuseurs/ha
2160929,GINKO RING,SUMI AGRO France,1-TetradÃ©canol (1-Tetradecanol) 0.155 g/diffuseur | Codlemon (Codlemon) 1.27 g/diffuseur | dodÃ©canol (Dodecanol) 0.66 g/diffuseur,diffuseurs/ha
2100059,PERTINAN,DE SANGOSSE,,L/ha
9700355,NOVAGIB,FINE AGROCHEMICALS LTD,gibbÃ©rellines (Gibberellins) 10 g/L,L/ha
9700357,PERLAN,FINE AGROCHEMICALS LTD,6-BenzyladÃ©nine (6-Benzyladenine) 19 g/L | gibbÃ©rellines (Gibberellins) 19 g/L,L/ha
2100215,PENTIUM FLO,ADAMA FRANCE SAS,Pendimethalin (Pendimethalin) 400 g/L,L/ha
2140270,SNOOKER,BASF FRANCE SAS,amÃ©toctradine (Ametoctradin) 200 g/L,L/ha
2150100,ANTICOCHENILLES BIO MASSO,COMERCIAL QUIMICA MASSO SA,huile de paraffine (Paraffin oils) 800 g/L,mL/mÂ²
2100064,DANTOP 50 WG,PHILAGRO,clothianidine (Clothianidin) 500 g/kg,kg/hL
2090063,NATIVO,BAYER SAS,tÃ©buconazole (Tebuconazole) 500 g/kg | trifloxystrobine (Trifloxystrobin) 250 g/kg,kg/ha
2150994,ARIGO,DU PONT SOLUTIONS (France) S.A.S.,mÃ©sotrione (Mesotrione) 360 g/kg | nicosulfuron (Nicosulfuron) 120 g/kg | rimsulfuron (Rimsulfuron) 30 g/kg,kg/ha
7700078,REGLONE 2,SYNGENTA FRANCE SAS,diquat (dibromure) (Diquat (dibromide)) 374 g/L,L/ha
2100018,MYSTIC EW,NUFARM S.A,tÃ©buconazole (Tebuconazole) 250 g/L,L/ha
2140273,CHLOROFLASH,BARCLAY CHEMICALS LTD,Chlorothalonil (Chlorothalonil) 500 g/L,L/ha
2130109,ISONET 1+2,BASF FRANCE SAS,"(E,Z)-7,9-dodÃ©cadien-1-yl acÃ©tate (Straight Chain Lepidopteran Pheromones) 0.19 g/diffuseur | (Z)-9-dodÃ©cen-1-yl acÃ©tate (Straight Chain Lepidopteran Pheromones) 0.19 g/diffuseur",diffuseurs/ha
2040354,MYCOTAL,KOPPERT FRANCE (Cavaillon),Lecanicillium muscarium strain Ve6 (Lecanicillium muscarium strain Ve6) 1 10 EXP 13 UFC/KG,kg/ha
2110150,NATUREN ERADIBUG,SCOTTS FRANCE S.A.S.,Huile de colza esterifiee (Huile de colza esterifiee) 777 g/L,mL/mÂ²
2150328,POLYVERSUM,DE SANGOSSE,Pythium oligandrum SOUCHES: M1 Collection de cultures no ATCC 38472 (Pythium oligandrum) 0.1 10^10 spores/kg ,kg/ha
2150105,RAK 2 NEW,BASF FRANCE SAS,"(E,Z)-7,9-dodÃ©cadien-1-yl acÃ©tate + (E,E)-7,9-dodÃ©cadien-1-yl acÃ©tate (Straight Chain Lepidopteran Pheromones) 0.367 g/diffuseur",diffuseurs/ha
2060088,CAMIX,SYNGENTA FRANCE SAS,mÃ©sotrione (Mesotrione) 40 g/L | benoxacor (Benoxacor) 20 g/L | S-MÃ©tolachlore (S-Metolachlor) 400 g/L,L/ha
2160793,FLUNID,GLOBACHEM NV,diflufÃ©nicanil (Diflufenican) 500 g/L,L/ha
2160393,PREVOT,SAPEC AGRO S.A.,Mesotrione (Mesotrione) 100 g/L,L/ha
2090174,SUNSTONE PJT,TRADI AGRI,glyphosate sel d'isopropylamine (Glyphosate) 360 g/L,L/ha
2130140,CODIX,ADAMA FRANCE SAS,pendimÃ©thaline (Pendimethalin) 400 g/L | diflufÃ©nicanil (Diflufenican) 40 g/L,L/ha
2150845,BACKPACK,ADAMA FRANCE SAS,florasulame (Florasulam) 1 g/L | fluroxypyr (Fluroxypyr) 100 g/L,L/ha
2130251,KARIS 10 CS,FMC CHEMICAL SPRL,lambda-cyhalothrine (Lambda-Cyhalothrin) 100 g/L,L/ha
9400009,PERIDIAM PROCESS BRILLANT,BAYER SAS,Polymeres d'hydrocarbures (Polymeres d'hydrocarbures) 52.5 g/L,
9200029,PERIDIAM PROCESS ROUGE,BAYER SAS,Polymeres d'hydrocarbures (Polymeres d'hydrocarbures) 52.5 g/L,
9400478,DASH HC,BASF FRANCE SAS,acide olÃ©Ã¯que (Fatty acids) 5 % | Esters methyliques d'acides gras (Esters methyliques d'acides gras) 37.5 % | Esters de phosphate d'alcools gras polyoxyalkyles (Esters de phosphate d'alcools gras polyoxyalkyles) 22.5 %,L/ha
9500164,DATIF G,BAYER SAS,Polymeres d'hydrocarbures (Polymeres d'hydrocarbures) 52.5 g/L,
9300054,PERIDIAM SILVER,BAYER SAS,Polymere acetate de vinyle - ester maleique (Polymere acetate de vinyle - ester maleique) 52.5 g/L,
2090013,CANTOR,INTERAGRO,TriglycÃ©ride Ã©thoxylÃ© 10 OE (TriglycÃ©ride Ã©thoxylÃ© 10 OE) 790 g/L,L/hL
9300359,MARKER,SYNGENTA FRANCE SAS,acid blue 9 (acid blue 9) 260.75 g/L,L/hL
2090002,CARBO 3S,LABORATOIRE SOLUTIO,Triethanolamine (Triethanolamine) 107 g/kg,L/hL
9800376,COLSURF,SURFAGRI,Huile de colza esterifiee (Huile de colza esterifiee) 842 g/L,L/ha
2020259,RAFALE S,COMPTOIR COMMERCIAL  DES LUBRIFIANTS,Huile minerale paraffinique (Huile minerale paraffinique) 946 g/L,L/ha
9300433,REGAIN,PHYTEUROP,Amines grasses de suif ethoxylees (Amines grasses de suif ethoxylees) 800 g/L,L/hL
9100694,REGOR AGRI,QUARON,Triethanolamine (Triethanolamine) 108 g/L | Polymere complexe d'ethylene et de propylene (Polymere complexe d'ethylene et de propylene) 21.6 g/L,L/hL
2160425,POLYSECT ULTRA B,SCOTTS FRANCE S.A.S.,Acetamiprid (Acetamiprid) 40 g/kg,batonnet/L de substrat
2130128,ENGRAIS GAZON ANTIMOUSSE F,COMPO FRANCE SAS,sulfate de fer (Iron sulphate) 238 g/kg,kg/ha
2090092/9300305,OSIRIS WIN + SPORTAK EW,BASF AGRO SAS,prochloraz (Prochloraz) 450 g/L | Ã©poxiconazole (Epoxiconazole) 37.5 g/L,L/ha
2160494,LEPINOX PLUS,CBC (Europe) Srl,Bacillus thuringiensis subsp. kurstaki SOUCHE: EG 2348 Collection de cultur (Bacillus thuringiensis subsp. kurstaki) 32000000 UI/g,kg/ha
2160229,XEDATHANE-20,XEDA INTERNATIONAL S.A.,pyrimÃ©thanil (Pyrimethanil) 190.8 g/L | essence de girofle (Plant oils / Clove oil) 185 g/L,L/hL
2150481,TOUTATIS DAMtec,FMC CHEMICAL SPRL,aclonifÃ¨ne (Aclonifen) 500 g/kg | clomazone (Clomazone) 30 g/kg,kg/ha
2160693,ADENGO XTRA,BAYER SAS,Isoxaflutole (Isoxaflutole) 225 g/L | Thiencarbazone-methyl (Thiencarbazone-methyl) 90 g/L | cyprosulfamide (Cyprosulfamid) 150 g/L,L/ha
2160248,CALLISTO PLUS,SYNGENTA FRANCE SAS,mÃ©sotrione (Mesotrione) 50 g/L | dicamba (Dicamba) 120 g/L,L/ha
2050075,PICTOR PRO,BASF FRANCE SAS,boscalide (Boscalid) 500 g/kg,kg/ha
2140179,LEIMAY,PHILAGRO France,amisulbrom (Amisulbrom) 200 g/L,L/ha
7400815,CYCOCEL C5 BASF,BASF FRANCE SAS,chlormÃ©quat (Chlormequat) 460 g/L,L/ha
2040196,LECTRA DF,BASF AGRO SAS,mancozÃ¨be (Mancozeb) 60 % | dimÃ©thomorphe (Dimethomorph) 9 %,kg/ha
9700214,STROBY DF,BASF AGRO SAS,krÃ©soxime-mÃ©thyle (Kresoxim-methyl) 50 %,%
8000468,CECECE 750,BASF FRANCE SAS,chlormÃ©quat (Chlormequat) 750 g/L,L/ha
2160802,LIMITAR,CERTIPLANT NV,trinexapac-Ã©thyl (Trinexapac) 250 g/L | trinexapac-Ã©thyl (Trinexapac) 250 g/L,L/ha
9500361,DANAGAN,ADAMA FRANCE SAS,Metamitron (Metamitron) 700 g/kg,kg/ha
2150330,KATANGA EXPRESS,"PROPLAN Plant Protection Company, S.L.",fosÃ©tyl (Fosetyl) 800 g/kg,kg/ha
2020304,CURASIS J,AGRIPHAR SA,propamocarbe HCl (Propamocarb) 722 g/L,L/ha
2000299,CENTIUM 36 CS,FMC CHEMICAL SPRL,Clomazone (Clomazone) 360 g/L,L/ha
2150855,MIRAGE SEPT,ADAMA FRANCE SAS,prochloraz (Prochloraz) 450 g/L | prochloraz (Prochloraz) 450 g/L,L/ha
2100101,NEO-STOP 1000 HN,ARYSTA LIFESCIENCE BENELUX SPRL,chlorprophame (Chlorpropham) 980 g/kg,g/t
2090180,NEO-STOP L500 HN,ARYSTA LIFESCIENCE BENELUX SPRL,chlorprophame (Chlorpropham) 500 g/L,L/t
2050146,LIKID ALLEES J,SCOTTS FRANCE S.A.S.,diflufÃ©nicanil (Diflufenican) 20 g/L | glyphosate (Glyphosate) 125 g/L,L/ha
2110031,NEUDORFF 1181 M,NEUDORFF GMBH KG,phosphate ferrique (Ferric phosphate) 29.7 g/kg,kg/ha
9700127,LEXUS MILLENIUM,DUPONT SOLUTIONS (FRANCE) S.A.S.,flupyrsulfuron-mÃ©thyl (Flupyrsulfuron-methyl) 10 % | thifensulfuron (Thifensulfuron) 40 %,kg/ha
2090106,TOPENCO EC,SAPEC AGRO S.A.,penconazole (Penconazole) 100 g/L,L/ha
2000079,CYPLAN,ARYSTA LIFESCIENCE BENELUX SPRL,Cypermethrin (Cypermethrin) 100 g/L,
2100026,CYTHRINE MAX,ARYSTA LIFESCIENCE BENELUX SPRL,Cypermethrin (Cypermethrin) 500 g/L,L/ha
2010600,CYMOZEB,SOCIETE  FINANCIERE DE PONTARLIER,mancozÃ¨be (Mancozeb) 465 g/kg | cymoxanil (Cymoxanil) 40 g/kg,kg/ha
2000327,SPOTLIGHT PLUS,FMC CHEMICAL SPRL,carfentrazone-Ã©thyl (Carfentrazone-ethyl) 60 g/L,L/ha
9800144,STEWARD,DUPONT SOLUTIONS (FRANCE) S.A.S.,indoxacarbe (Indoxacarb) 300 g/kg,kg/ha
2090072,STERCO,DOW AGROSCIENCES SAS,florasulame (Florasulam) 250 g/kg,kg/ha
9400527,STING 2 X,MONSANTO SAS,glyphosate sel d'isopropylamine (Glyphosate) 270 g/L,L/ha
9500063,STING 2 X B,MONSANTO SAS,glyphosate sel d'isopropylamine (Glyphosate) 270 g/L,L/ha
2010493,STRASS JARDIN CONCENTRE,PHYTEUROP,glyphosate sel d'ammonium (Glyphosate) 720 g/L,g/mÂ²
2060208,STRATEGE ALLEES L,B.H.S,oxyfluorfÃ¨ne (Oxyfluorfen) 70 g/L | pendimÃ©thaline (Pendimethalin) 350 g/L,L/ha
2060129,STRATEGE G,B.H.S,oxyfluorfÃ¨ne (Oxyfluorfen) 0.45 % | pendimÃ©thaline (Pendimethalin) 2.3 %,kg/ha
2010585,STRATEGE L,B.H.S,oxyfluorfÃ¨ne (Oxyfluorfen) 70 g/L | pendimÃ©thaline (Pendimethalin) 350 g/L,L/hL
9000490,STRATOS ULTRA,BASF FRANCE SAS,cycloxydime (Cycloxydim) 100 g/L,L/ha
2060098,SUCCESS 4,DOW AGROSCIENCES SAS,spinosad (Spinosad) 480 g/L,L/ha
2140051,SYSTIVA,BASF FRANCE SAS,fluxapyroxad (Fluxapyroxad) 333 g/L,L/q
2100209,LEXUS NRJ,DUPONT SOLUTIONS (FRANCE) S.A.S.,diflufÃ©nicanil (Diflufenican) 444 g/kg | flupyrsulfuron-mÃ©thyl (Flupyrsulfuron-methyl) 56 g/kg,kg/ha
2100232,NERIS,DOW AGROSCIENCES SAS,Aminopyralid (Aminopyralid) 30 g/L,L/ha
2000447,LENAZAR,DUPONT SOLUTIONS (FRANCE) S.A.S.,lÃ©nacile (Lenacil) 80 %,kg/ha
2090113,DAKOTA-P,BASF FRANCE SAS,dimÃ©thÃ©namide-p (Dimethenamid-p) 212.5 g/L | pendimÃ©thaline (Pendimethalin) 250 g/L,L/ha
2140192,NEOREL UL,ARYSTA LIFESCIENCE BENELUX SPRL,Cypermethrin (Cypermethrin) 20 g/L | chlorpyriphos-mÃ©thyl (Chlorpyrifos-methyl) 30 g/L,L/t
9900115,CENTURION R,ARYSTA LIFESCIENCE SAS,clÃ©thodime (Clethodim) 120 g/L,L/ha
2060007,"CEPSUL ESPECIAL 98,5 %",CEPSA,soufre triture ventile (Sulphur) 98.5 %,kg/ha
2030298,CYPRINE 100,ARYSTA LIFESCIENCE BENELUX SPRL,cypermÃ©thrine (Cypermethrin) 100 g/L,L/ha
2161035,ISONET LA PLUS,CBC BIOGARD SAS,"(E,Z)-7,9-dodÃ©cadien-1-yl acÃ©tate (Straight Chain Lepidopteran Pheromones) 552 g/kg | (Z)-9-dodÃ©cen-1-yl acÃ©tate (Straight Chain Lepidopteran Pheromones) 61 g/kg | (Z)-9-tetradÃ©cen-1-yl acÃ©tate (Straight Chain Lepidopteran Pheromones) 11 g/kg | (Z)-11-tetradÃ©cen-1-yl acÃ©tate (Straight Chain Lepidopteran Pheromones) 212 g/kg",diffuseurs/ha
2120067,CYMBAL 45,BELCHIM CROP PROTECTION NV/SA,cymoxanil (Cymoxanil) 450 g/kg,kg/ha
9500135,LIMAGRI GR,SBM DEVELOPPEMENT,metaldÃ©hyde (Metaldehyde) 50 g/kg,
7500071,NEOCONSERVIET,ARYSTA LIFESCIENCE BENELUX SPRL,chlorprophame (Chlorpropham) 1 %,kg/t
2110105,ZOXIS,ARYSTA LIFESCIENCE BENELUX SPRL,azoxystrobine (Azoxystrobin) 250 g/L,L/ha
8900388,NEO CONSERVIET LIQUIDE 300,ARYSTA LIFESCIENCE BENELUX SPRL,chlorprophame (Chlorpropham) 300 g/L,L/t
2090070,MOGETON,CHEMINOVA A/S,quinoclamine (Quinoclamine) 250 g/kg,kg/ha
2150019,LATITUDE XL,MONSANTO SAS,silthiofame (Silthiofam) 125 g/L,L/q
2130081,ALLOWIN QUATRO,DE SANGOSSE,metaldÃ©hyde (Metaldehyde) 40 g/kg,kg/ha
2140231,ALOHA WG,SARL H.M.W.C,Metsulfuron-methyl (Metsulfuron-methyl) 200 g/kg,kg/ha
2080056,CERALL,BELCHIM CROP PROTECTION NV/SA,Pseudomonas chlororaphis MA342 (Pseudomonas chlororaphis MA342) 204 g/L,mL/kg
2130085,ELIREX 110,DE SANGOSSE,metaldÃ©hyde (Metaldehyde) 40 g/kg,kg/ha
9900412,TOMIGAN 20,ADAMA FRANCE SAS,fluroxypyr ester 1-mÃ©thylheptyl (Fluroxypyr) 200 g/L,L/ha
8300025,TOPAZE,SYNGENTA FRANCE SAS,penconazole (Penconazole) 100 g/L,L/ha
9500012,PHON-CHOC,SFP EUROPE SA,ethephon (Ethephon) 480 g/L,L/ha
9400285,PHOSCHEK  GRL,MONSANTO SAS,Phosphate d'ammonium (Phosphate d'ammonium) 40.56 %,
9400284,PHOSCHEK ARL,MONSANTO SAS,Phosphate d'ammonium (Phosphate d'ammonium) 39.2 %,
9600289,PHOSCHEK WD 881 F/A,MONSANTO SAS,Alpha oleine sulfonate de sodium (Alpha oleine sulfonate de sodium) 27.5 %,
9600290,PHOSCHEK WD 881 F/B,MONSANTO SAS,Alpha oleine sulfonate de sodium (Alpha oleine sulfonate de sodium) 26.75 %,
2060045,PHYTOPAST G,PROTECTA SAS,Huile vegetale (Huile vegetale) 3.5 % | rÃ©sines (Resines) 34 %,
2130267,PHYTOPAST-V,PROTECTA SAS,cyproconazole (Cyproconazole) 2 g/L | thiophanate-mÃ©thyl (Thiophanate-methyl) 1.9 g/L,
2110092,PICARO SX,DUPONT SOLUTIONS (FRANCE) S.A.S.,thifensulfuron (Thifensulfuron) 250 g/kg | tribenuron (Tribenuron) 250 g/kg,kg/ha
2120066,PICOTOP,BASF FRANCE SAS,dichlorprop-P (Dichlorprop-P) 600 g/L | picolinafÃ¨ne (Picolinafen) 20 g/L,L/ha
9500040,PILOT,PHILAGRO,quizalofop-P-Ã©thyl (Quizalofop-P-ethyl) 50 g/L,L/ha
8100472,PIRIGRAIN 250,SOJAM,pirimiphos-mÃ©thyl (Pirimiphos-methyl) 250 g/L,L/q
7700703,PIRIGRAIN 50,SOJAM,pirimiphos-mÃ©thyl (Pirimiphos-methyl) 50 g/L,L/q
8600313,PIRIGRAIN SLD,SOJAM,pirimiphos-mÃ©thyl (Pirimiphos-methyl) 72.5 g/L,L/q
7500569,PIRIMOR G,SYNGENTA FRANCE SAS,pirimicarbe (Pirimicarb)  ,kg/hL
9600550,PISTOL EV,BAYER SAS,diflufÃ©nicanil (Diflufenican) 40 g/L | glyphosate sel d'isopropylamine (Glyphosate) 250 g/L,L/ha
9800186,PLATFORM EXPRESS,FMC CHEMICAL SPRL,carfentrazone-Ã©thyl (Carfentrazone-ethyl) 15 g/kg | MCPB (MCPB) 600 g/kg,kg/ha
9600528,PLATFORM S,FMC CHEMICAL SPRL,carfentrazone-Ã©thyl (Carfentrazone-ethyl) 1.5 % | MCPB (MCPB) 60 %,kg/ha
2080023,PLEBISCIT M DISPERSS,CEREXAGRI S.A.S.,benthiavalicarbe (Benthiavalicarb) 17.5 g/kg | mancozÃ¨be (Mancozeb) 700 g/kg,kg/ha
9400280,PLEDGE,PHILAGRO,flumioxazine (Flumioxazine) 50 %,kg/ha
2010132,PLENUM 50 WG,SYNGENTA FRANCE SAS,pymÃ©trozine (Pymetrozine) 500 g/kg,
2130255,CALGARY,ADAMA FRANCE SAS,Dimethomorph (Dimethomorph) 113 g/kg | folpel (Folpet) 600 g/kg,kg/ha
2020016,CALIN 450,ADAMA FRANCE SAS,linuron (Linuron) 450 g/L,L/ha
2130084,MAGISEM PROTEC,DE SANGOSSE,metaldÃ©hyde (Metaldehyde) 40 g/kg,kg/ha
2090172,CEANDO,BASF FRANCE SAS,Ã©poxiconazole (Epoxiconazole) 83 g/L | mÃ©trafÃ©none (Metrafenone) 100 g/L,L/ha
2030460,CEKUMETA 5,SHARDA EUROPE B.V.B.A,metaldÃ©hyde (Metaldehyde) 5 %,
2110076,CELEST 100 FS,SYNGENTA FRANCE SAS,fludioxonil (Fludioxonil) 100 g/L,L/t
2110018,CELEST GOLD NET,SYNGENTA FRANCE SAS,difÃ©noconazole (Difenoconazole) 25 g/L | fludioxonil (Fludioxonil) 25 g/L,L/q
2030323,CELEST NET,SYNGENTA FRANCE SAS,fludioxonil (Fludioxonil) 25 g/L,L/q
2100110,CELEST ORGE NET,SYNGENTA FRANCE SAS,cyprodinil (Cyprodinil) 25 g/L | fludioxonil (Fludioxonil) 12.5 g/L | tÃ©buconazole (Tebuconazole) 15 g/L,L/q
9100645,CELIO,SYNGENTA FRANCE SAS,clodinafop-propargyl (Clodinafop-propargyl) 100 g/L | cloquintocet-mexyl (Cloquintocet-mexyl) 25 g/L,L/ha
9900340,CELTIC,BASF FRANCE SAS,pendimÃ©thaline (Pendimethalin) 320 g/L | picolinafÃ¨ne (Picolinafen) 16 g/L,L/ha
2010151,CERAL B,PHYTEUROP,bentazone (Bentazone) 300 g/L | bifÃ©nox (Bifenox) 300 g/L,L/ha
9700065,LEGEND,DOW AGROSCIENCES SAS,quinoxyfÃ¨ne (Quinoxyfen) 250 g/L,L/ha
7600557,LEGURAME LIQUIDE,ADAMA FRANCE SAS,carbÃ©tamide (Carbetamide) 300 g/L,L/ha
6800258,LEGURAME PM,ADAMA FRANCE SAS,carbÃ©tamide (Carbetamide) 70 %,kg/ha
2060175,LENTILLES ANTILIMACES,FRUNOL DELICIA GMBH,metaldÃ©hyde (Metaldehyde) 30 g/kg,kg/ha
2010427,LEOPARD 120,SHARDA EUROPE B.V.B.A,quizalofop-P-Ã©thyl (Quizalofop-P-ethyl) 120 g/L,L/ha
2090062,LEXORIZ,PHILAGRO,Tolclofos-methyl (Tolclofos-methyl) 500 g/L,L/t
9600017,LEXUS,DUPONT SOLUTIONS (FRANCE) S.A.S.,flupyrsulfuron-mÃ©thyl (Flupyrsulfuron-methyl) 500 g/kg,kg/ha
9600196,LEXUS CLASS,DUPONT SOLUTIONS (FRANCE) S.A.S.,flupyrsulfuron-mÃ©thyl (Flupyrsulfuron-methyl) 16.7 % | carfentrazone-Ã©thyl (Carfentrazone-ethyl) 33.3 %,kg/ha
9600056,LEXUS XPE,DUPONT SOLUTIONS (FRANCE) S.A.S.,flupyrsulfuron-mÃ©thyl (Flupyrsulfuron-methyl) 33.3 % | Metsulfuron-methyl (Metsulfuron-methyl) 16.7 %,kg/ha
2060172,LIDAL,ISAGRO SPA,tÃ©traconazole (Tetraconazole) 100 g/L,L/hL
2140082,TRIMAXX,ADAMA FRANCE SAS,trinexapac-Ã©thyl (Trinexapac) 175 g/L,L/ha
2130086,METAREX ONE,DE SANGOSSE,metaldÃ©hyde (Metaldehyde) 25 g/kg,kg/ha
2130082,CLARTEX NEO,DE SANGOSSE,metaldÃ©hyde (Metaldehyde) 40 g/kg,kg/ha
2130274,CLINCHER NEO,DOW AGROSCIENCES SAS,cyhalofop-butyl (Cyhalofop butyl) 200 g/L,L/ha
2020233,LIMARION,KOLLANT SPA,metaldÃ©hyde (Metaldehyde) 5 %,kg/ha
9600231,LINAGAN,ADAMA FRANCE SAS,linuron (Linuron) 500 g/L,L/ha
9800236,MISSILE PJT,MONSANTO SAS,glyphosate sel d'isopropylamine (Glyphosate) 360 g/L,L/ha
9100046,MODDUS,SYNGENTA FRANCE SAS,trinexapac-Ã©thyl (Trinexapac) 250 g/L,L/ha
2140067,COLLAGE,DUPONT SOLUTIONS (FRANCE) S.A.S.,nicosulfuron (Nicosulfuron) 60 g/L | thifensulfuron (Thifensulfuron) 4 g/L,L/ha
2130176,CORANO,NOVASTAR LINK LTD,lambda-cyhalothrine (Lambda-Cyhalothrin) 5 %,kg/ha
2130043,KARVA,CHEMINOVA AGRO FRANCE SAS,iprodione (Iprodione) 500 g/L,L/hL
9700446,NEBRASKA,ADAMA FRANCE SAS,prochloraz (Prochloraz) 267.1 g/L | tÃ©buconazole (Tebuconazole) 132.5 g/L,L/ha
8900156,NEMASOL 510,TAMINCO BVBA,mÃ©tam-sodium (Metam) 510 g/L,L/ha
2010426,NEMATHORIN,ISK BIOSCIENCES EUROPE S.A.,fosthiazate (Fosthiazate) 100 g/kg,g/pied
9600199,NEMATHORIN 10 G,ISK BIOSCIENCES EUROPE S.A.,fosthiazate (Fosthiazate) 100 g/kg,g/plant
2080088,NEMO,ADAMA FRANCE SAS,nicosulfuron (Nicosulfuron) 40 g/L,L/ha
2090119,CUPROXAT SC,NUFARM S.A,cuivre du sulfate tetracuivrique et tricalcique (Copper compounds) 190 g/L,L/ha
8200024,CUPROXYDE MACCLESFIELD 50,NUFARM S.A,cuivre de l'hydroxyde de cuivre (Copper compounds) 50 %,kg/ha
2110113,CURSUS DUO,DUPONT SOLUTIONS (FRANCE) S.A.S.,nicosulfuron (Nicosulfuron) 300 g/kg | rimsulfuron (Rimsulfuron) 150 g/kg,kg/ha
2140045,CURZATE M44 WG,DUPONT SOLUTIONS (FRANCE) S.A.S.,cymoxanil (Cymoxanil) 40 g/kg | mancozÃ¨be (Mancozeb) 400 g/kg,kg/ha
